loan_id,loan_amount,loan_purpose,loan_grade,interest_rate,annual_income,employment_length,employment_status,home_ownership,fico_score,credit_history_length,num_credit_accounts,num_open_accounts,total_credit_limit,revolving_balance,credit_utilization,late_payments_2yr,recent_inquiries,monthly_debt_payments,age,education_level,debt_to_income,loan_to_income,risk_score,default
LC_000161,32262,medical,C,12.58,69270,15.2,Part-time,Own,785,1.6,3,2,55602,8861,0.159,0,4,684,67,High School,0.119,0.466,0.1659,0
LC_000162,36081,major_purchase,B,8.43,41095,3.6,Full-time,Rent,764,13.0,8,7,35372,15207,0.43,1,0,832,31,High School,0.243,0.878,0.0634,0
LC_000163,41462,business,C,13.2,113461,5.6,Full-time,Mortgage,671,7.2,5,4,58142,13610,0.234,2,3,1636,40,PhD,0.173,0.365,0.172,0
LC_000164,32717,debt_consolidation,E,22.62,52399,1.4,Full-time,Rent,673,2.8,6,4,92957,14278,0.154,2,4,1038,38,Bachelors,0.238,0.624,0.3336,0
LC_000165,18942,debt_consolidation,B,10.32,81106,8.0,Full-time,Mortgage,738,33.9,3,2,131464,46439,0.353,0,2,2018,54,Some College,0.299,0.234,0.0809,0
LC_000166,23256,major_purchase,A,7.61,70454,7.3,Full-time,Mortgage,726,7.0,9,7,75403,16146,0.214,0,0,592,66,High School,0.101,0.33,0.0348,0
LC_000167,47119,debt_consolidation,F,26.44,99768,2.1,Full-time,Own,646,1.0,5,4,243833,67155,0.275,2,3,2830,43,Bachelors,0.34,0.472,0.5013,0
LC_000168,25249,medical,F,25.25,59248,0.4,Full-time,Other,603,0.6,3,1,108165,23143,0.214,3,0,910,26,Bachelors,0.184,0.426,0.5743,1
LC_000169,46495,business,E,21.53,89886,4.2,Part-time,Own,707,6.4,4,3,55293,24911,0.451,0,1,830,55,Some College,0.111,0.517,0.3444,1
LC_000170,25423,home_improvement,D,16.92,112343,39.2,Full-time,Rent,673,3.1,6,4,126681,9823,0.078,1,2,530,22,Bachelors,0.057,0.226,0.2243,0
LC_000171,45490,debt_consolidation,E,21.31,76244,4.0,Full-time,Mortgage,652,7.9,4,2,37123,3031,0.082,4,4,250,54,Bachelors,0.04,0.597,0.33,1
LC_000172,19127,business,E,21.27,38935,7.3,Part-time,Own,662,4.1,4,3,48000,8797,0.183,1,5,478,35,Some College,0.148,0.491,0.331,1
LC_000173,48721,major_purchase,C,14.26,61915,19.5,Part-time,Rent,690,2.7,3,2,57156,13234,0.232,0,1,798,43,Some College,0.155,0.787,0.1617,0
LC_000174,13993,debt_consolidation,C,12.1,86540,21.6,Full-time,Mortgage,687,2.0,5,3,36391,10717,0.295,0,1,1412,54,High School,0.196,0.162,0.1528,0
LC_000175,39903,debt_consolidation,E,22.28,106170,9.0,Full-time,Own,675,4.5,8,6,148027,32058,0.217,2,1,1144,55,Bachelors,0.129,0.376,0.3007,0
LC_000176,7772,car,D,15.69,63510,1.8,Full-time,Rent,709,16.7,4,2,131696,16844,0.128,2,4,1235,46,Some College,0.233,0.122,0.2472,0
LC_000177,46952,home_improvement,D,15.55,62950,3.0,Part-time,Mortgage,730,11.0,6,4,62240,4450,0.071,2,2,472,29,Bachelors,0.09,0.746,0.2635,1
LC_000178,28714,other,A,6.11,58043,5.7,Self-employed,Rent,786,18.0,6,5,58884,9324,0.158,1,1,758,36,Bachelors,0.157,0.495,0.0176,0
LC_000179,25334,medical,E,22.15,52999,4.0,Full-time,Rent,688,0.1,6,4,84560,36238,0.429,2,2,1366,53,High School,0.309,0.478,0.4392,1
LC_000180,17707,debt_consolidation,E,22.02,34299,4.3,Full-time,Own,647,8.0,3,2,16053,9956,0.62,0,3,541,26,Bachelors,0.189,0.516,0.3812,1
LC_000181,14597,debt_consolidation,F,25.18,76896,21.1,Part-time,Rent,597,1.5,3,2,161611,29426,0.182,5,2,1125,43,Some College,0.176,0.19,0.7012,1
LC_000182,46153,debt_consolidation,E,22.1,114863,4.9,Full-time,Own,744,16.9,3,1,226295,114458,0.506,1,1,4890,51,PhD,0.511,0.402,0.4488,0
LC_000183,46634,debt_consolidation,F,27.23,35905,0.6,Self-employed,Rent,643,9.7,3,2,46230,8050,0.174,3,0,511,32,High School,0.171,1.299,0.5873,1
LC_000184,46378,business,C,11.94,53392,1.7,Full-time,Mortgage,748,22.0,2,1,53152,21208,0.399,2,1,970,40,High School,0.218,0.869,0.1906,0
LC_000185,8728,other,D,17.11,44630,1.4,Self-employed,Rent,673,2.2,4,2,63202,1844,0.029,2,1,324,53,Bachelors,0.087,0.196,0.2337,0
LC_000186,30197,debt_consolidation,C,13.78,106594,1.2,Full-time,Rent,720,5.8,6,3,261177,28541,0.109,2,3,1700,57,PhD,0.191,0.283,0.1725,0
LC_000187,47718,debt_consolidation,A,6.75,55118,8.2,Full-time,Mortgage,731,14.0,4,3,125169,14892,0.119,0,2,1041,32,Bachelors,0.227,0.866,0.0,0
LC_000188,27507,debt_consolidation,E,21.82,72131,1.3,Self-employed,Own,665,0.1,6,4,173618,21263,0.122,3,4,1417,40,Masters,0.236,0.381,0.4365,1
LC_000189,39345,car,E,21.13,76092,10.9,Part-time,Mortgage,684,5.0,10,8,29380,15657,0.533,1,2,1475,23,Masters,0.233,0.517,0.3345,1
LC_000190,44183,debt_consolidation,A,6.34,54127,3.5,Full-time,Own,705,9.5,9,6,49924,12283,0.246,0,0,612,40,Bachelors,0.136,0.816,0.0105,0
LC_000191,21514,car,B,10.47,69613,6.4,Self-employed,Rent,770,15.6,3,2,71375,25515,0.357,0,3,1124,53,High School,0.194,0.309,0.1147,0
LC_000192,14268,major_purchase,F,26.44,60600,0.7,Full-time,Rent,705,6.8,2,1,134605,59216,0.44,4,2,2247,46,High School,0.445,0.235,0.7033,1
LC_000193,10552,major_purchase,F,26.78,59498,2.9,Full-time,Rent,637,10.0,8,5,104519,29588,0.283,2,0,1449,34,Some College,0.292,0.177,0.4519,1
LC_000194,49919,vacation,E,21.88,54308,8.6,Full-time,Own,661,5.1,3,2,113449,3926,0.035,3,2,718,43,Bachelors,0.159,0.919,0.4225,1
LC_000195,19037,major_purchase,C,12.28,63343,1.7,Full-time,Own,702,17.6,2,1,89863,15520,0.173,1,1,726,36,Some College,0.138,0.301,0.1483,0
LC_000196,11628,debt_consolidation,E,22.05,74685,0.8,Full-time,Own,728,12.0,5,3,186708,76793,0.411,2,1,2598,35,Some College,0.417,0.156,0.3815,0
LC_000197,45503,vacation,C,12.21,61418,7.4,Full-time,Mortgage,703,13.8,6,5,89570,21784,0.243,1,2,1371,40,High School,0.268,0.741,0.1862,0
LC_000198,15848,car,E,21.11,67868,7.7,Self-employed,Own,672,1.9,2,1,144488,36331,0.251,1,4,1822,47,Some College,0.322,0.234,0.3042,1
LC_000199,34420,medical,E,22.61,90386,22.3,Self-employed,Other,723,4.8,3,2,170204,54635,0.321,3,2,2374,28,Some College,0.315,0.381,0.3368,1
LC_000200,49453,major_purchase,F,25.95,69084,2.0,Full-time,Rent,659,11.2,4,3,139937,76999,0.55,4,3,2488,34,Some College,0.432,0.716,0.7094,0
LC_000201,15620,home_improvement,C,12.15,99429,3.7,Part-time,Mortgage,736,6.6,5,3,91464,15500,0.169,0,3,1164,38,PhD,0.141,0.157,0.1834,0
LC_000202,41342,debt_consolidation,E,21.49,42031,6.5,Full-time,Mortgage,700,23.4,4,3,35726,6093,0.171,2,4,672,46,Some College,0.192,0.984,0.3469,0
LC_000203,34446,home_improvement,F,25.89,56552,1.6,Full-time,Mortgage,639,0.3,2,1,32477,15535,0.478,5,4,586,30,High School,0.125,0.609,0.7811,1
LC_000204,27910,other,F,25.79,104660,25.5,Full-time,Rent,661,3.9,4,2,249311,86057,0.345,4,2,3211,65,Some College,0.368,0.267,0.7061,1
LC_000205,19715,medical,D,17.6,64901,0.1,Full-time,Own,732,7.2,6,4,72865,26706,0.367,3,1,871,42,Some College,0.161,0.304,0.2156,0
LC_000206,23800,major_purchase,F,26.88,64455,3.4,Full-time,Mortgage,647,2.0,3,2,111501,3768,0.034,4,4,231,20,Some College,0.043,0.369,0.6535,1
LC_000207,10192,home_improvement,D,15.87,40190,16.1,Full-time,Own,675,0.0,4,3,79152,35009,0.442,1,1,1380,18,High School,0.412,0.254,0.2838,1
LC_000208,23881,vacation,F,25.4,80038,29.5,Full-time,Own,619,16.0,2,1,189569,98765,0.521,2,2,3414,34,Bachelors,0.512,0.298,0.7075,1
LC_000209,37756,debt_consolidation,F,26.09,45442,7.7,Part-time,Rent,621,1.6,6,5,77510,6465,0.083,6,0,232,35,Some College,0.061,0.831,0.8493,1
LC_000210,45292,major_purchase,F,25.27,33744,0.1,Full-time,Mortgage,643,15.0,7,4,28083,13384,0.477,3,4,594,33,Bachelors,0.211,1.342,0.5106,0
LC_000211,39475,debt_consolidation,E,21.47,40574,1.6,Full-time,Own,635,0.0,7,5,71818,5793,0.081,2,2,368,18,Some College,0.109,0.973,0.4188,0
LC_000212,30354,debt_consolidation,B,8.24,36511,12.7,Full-time,Rent,770,12.6,1,1,12586,3407,0.271,0,4,123,45,High School,0.041,0.831,0.1162,0
LC_000213,46173,other,C,13.69,70909,8.2,Full-time,Mortgage,656,13.0,5,3,144281,14102,0.098,2,3,1116,31,Some College,0.189,0.651,0.1807,0
LC_000214,47126,medical,A,6.66,93933,4.5,Full-time,Rent,698,4.5,6,4,55749,8665,0.155,0,4,683,48,Bachelors,0.087,0.502,0.035,0
LC_000215,9135,debt_consolidation,E,20.29,74729,2.2,Full-time,Rent,698,21.9,4,3,136743,49546,0.362,0,2,2294,53,Some College,0.369,0.122,0.3432,0
LC_000216,25682,medical,E,22.67,67398,6.8,Part-time,Rent,740,10.9,3,2,50110,12639,0.252,3,0,1175,56,Some College,0.209,0.381,0.4467,0
LC_000217,17524,business,C,11.92,125892,12.2,Full-time,Own,719,21.6,4,2,188166,67311,0.358,0,1,3283,64,Bachelors,0.313,0.139,0.1872,0
LC_000218,33636,debt_consolidation,F,27.04,73631,19.4,Self-employed,Own,643,2.0,5,3,128310,31550,0.246,3,2,1731,41,High School,0.282,0.457,0.6479,0
LC_000219,37605,debt_consolidation,F,25.47,71100,9.0,Full-time,Rent,662,2.5,3,2,81808,19401,0.237,7,1,1052,49,Some College,0.178,0.529,0.6335,0
LC_000220,16826,home_improvement,D,15.7,141511,17.7,Self-employed,Mortgage,716,2.1,6,4,68172,21208,0.311,1,3,1448,31,PhD,0.123,0.119,0.2391,0
LC_000221,32925,business,A,6.62,61416,0.6,Full-time,Rent,743,13.0,5,3,107725,27990,0.26,0,3,1333,31,Some College,0.26,0.536,0.0333,0
LC_000222,33504,debt_consolidation,E,22.57,89755,26.9,Full-time,Own,707,1.8,5,4,170443,44882,0.263,3,0,2082,24,Bachelors,0.278,0.373,0.3749,0
LC_000223,49525,medical,A,7.62,86506,5.5,Full-time,Mortgage,743,7.1,9,7,40233,11107,0.276,0,1,752,50,Bachelors,0.104,0.573,0.0,0
LC_000224,20466,major_purchase,F,25.76,64736,16.5,Part-time,Rent,639,4.6,4,3,115993,11434,0.099,2,2,451,25,Bachelors,0.084,0.316,0.5657,1
LC_000225,29311,major_purchase,E,21.63,55945,7.1,Full-time,Own,723,3.2,6,5,86599,23585,0.272,4,1,1214,50,High School,0.26,0.524,0.3944,0
LC_000226,21358,home_improvement,F,25.27,76152,2.3,Unemployed,Rent,718,9.1,4,3,111548,22241,0.199,3,0,1326,37,Masters,0.209,0.28,0.6821,1
LC_000227,22058,home_improvement,E,21.73,59540,7.1,Full-time,Other,693,9.0,4,3,85680,7214,0.084,2,1,309,27,High School,0.062,0.37,0.3008,1
LC_000228,13895,vacation,F,27.05,64190,2.1,Self-employed,Own,686,0.1,4,3,117259,41410,0.353,3,4,1413,50,Some College,0.264,0.216,0.5406,1
LC_000229,25944,debt_consolidation,E,21.57,85764,1.8,Full-time,Rent,721,22.8,3,1,109713,27050,0.247,4,2,1591,47,Bachelors,0.223,0.303,0.3736,0
LC_000230,46792,debt_consolidation,F,25.36,77906,9.2,Full-time,Mortgage,670,1.9,3,2,73137,7389,0.101,6,2,385,27,Some College,0.059,0.601,0.5148,1
LC_000231,37376,debt_consolidation,F,25.72,71468,1.1,Part-time,Own,623,1.3,5,4,176332,68078,0.386,3,5,2267,49,Bachelors,0.381,0.523,0.6953,1
LC_000232,10650,business,F,26.59,44980,5.4,Full-time,Rent,537,8.0,4,3,93021,8793,0.095,2,1,630,26,Bachelors,0.168,0.237,0.4731,1
LC_000233,42676,debt_consolidation,B,9.81,103801,3.5,Self-employed,Mortgage,671,40.4,2,1,140449,12907,0.092,1,1,953,67,Some College,0.11,0.411,0.0948,0
LC_000234,41130,debt_consolidation,E,22.62,63136,1.8,Unemployed,Mortgage,713,4.6,9,7,81441,33394,0.41,0,0,1291,38,Bachelors,0.246,0.651,0.428,1
LC_000235,13137,car,E,20.6,76804,5.7,Full-time,Rent,653,2.0,6,5,96140,11091,0.115,4,3,389,49,Some College,0.061,0.171,0.4236,1
LC_000236,39006,medical,D,16.13,60977,1.7,Full-time,Rent,693,2.0,4,2,143687,24867,0.173,0,3,1516,42,Bachelors,0.298,0.64,0.259,0
LC_000237,24845,medical,E,21.8,40499,7.2,Full-time,Rent,680,1.5,5,4,68731,18266,0.266,3,2,615,34,High School,0.182,0.613,0.3629,1
LC_000238,45925,debt_consolidation,D,17.61,54847,0.4,Full-time,Own,682,5.2,4,3,87863,26910,0.306,1,5,932,58,Some College,0.204,0.837,0.2741,0
LC_000239,7979,debt_consolidation,C,12.46,85234,8.3,Full-time,Rent,721,24.2,4,3,131256,14547,0.111,1,3,468,54,Bachelors,0.066,0.094,0.1897,0
LC_000240,6984,car,C,12.52,142137,15.3,Full-time,Own,767,1.2,4,3,108561,64443,0.594,0,4,3104,58,PhD,0.262,0.049,0.1496,0
LC_000241,49891,major_purchase,E,21.92,98757,27.2,Self-employed,Own,712,1.8,7,5,237474,73092,0.308,2,2,3252,39,Some College,0.395,0.505,0.4412,0
LC_000242,27294,medical,C,13.6,81129,10.3,Part-time,Rent,741,11.6,4,3,52553,31723,0.604,0,1,1454,39,High School,0.215,0.336,0.1913,0
LC_000243,13569,debt_consolidation,F,25.07,52134,4.9,Full-time,Own,722,3.4,3,2,99849,54788,0.549,4,2,2321,36,Some College,0.534,0.26,0.7421,1
LC_000244,14232,car,F,25.76,30320,2.2,Full-time,Mortgage,598,5.3,4,2,25220,10309,0.409,4,1,491,40,Bachelors,0.194,0.469,0.5394,1
LC_000245,15466,debt_consolidation,D,17.3,96467,2.6,Full-time,Mortgage,755,1.1,5,3,159540,67694,0.424,0,2,3143,61,Bachelors,0.391,0.16,0.2827,0
LC_000246,35593,business,F,24.86,56148,15.5,Full-time,Rent,663,5.8,3,1,40293,10647,0.264,7,2,1065,41,Some College,0.228,0.634,0.6598,1
LC_000247,19099,debt_consolidation,D,16.2,55359,0.2,Full-time,Rent,691,0.4,6,4,131727,21239,0.161,1,3,1350,21,Bachelors,0.293,0.345,0.2767,1
LC_000248,23726,home_improvement,C,12.88,114986,13.9,Full-time,Rent,748,32.0,3,2,185649,53203,0.287,1,3,2627,50,Bachelors,0.274,0.206,0.1873,0
LC_000249,28982,car,E,21.6,41354,2.0,Full-time,Rent,668,11.0,8,7,92690,20756,0.224,3,2,1043,29,High School,0.303,0.701,0.329,1
LC_000250,34514,major_purchase,C,14.27,101596,14.7,Full-time,Own,711,18.0,5,3,111506,26809,0.24,0,2,1327,36,Bachelors,0.157,0.34,0.1529,0
LC_000251,30814,debt_consolidation,C,13.19,75960,0.1,Part-time,Own,723,0.7,5,3,136490,33650,0.247,0,1,1997,53,Some College,0.315,0.406,0.1746,0
LC_000252,31305,business,D,15.84,78271,3.7,Full-time,Rent,718,21.0,7,4,86437,19324,0.224,2,3,1208,39,Bachelors,0.185,0.4,0.26,1
LC_000253,44731,debt_consolidation,E,22.53,87827,6.2,Full-time,Mortgage,730,17.3,5,3,90698,32807,0.362,3,1,1519,41,Masters,0.208,0.509,0.3886,1
LC_000254,24610,debt_consolidation,A,6.77,122504,3.3,Full-time,Mortgage,723,10.6,6,4,122597,18103,0.148,0,1,1550,68,Masters,0.152,0.201,0.0387,0
LC_000255,6090,car,D,17.95,82195,3.1,Self-employed,Rent,670,7.0,3,2,113236,62127,0.549,1,0,2384,59,Bachelors,0.348,0.074,0.2837,0
LC_000256,46239,medical,D,17.92,61777,6.5,Full-time,Mortgage,690,7.0,5,4,97863,35472,0.362,2,3,1661,25,Some College,0.323,0.748,0.2953,0
LC_000257,8365,vacation,C,13.37,75182,13.6,Full-time,Rent,709,8.0,4,3,152047,39489,0.26,0,3,1763,26,Bachelors,0.282,0.111,0.1967,1
LC_000258,49612,debt_consolidation,A,7.25,109462,2.0,Full-time,Own,712,5.1,6,5,182081,17833,0.098,0,0,750,39,Masters,0.082,0.453,0.0484,0
LC_000259,32063,debt_consolidation,F,26.74,45058,14.5,Full-time,Mortgage,617,2.2,4,3,32429,15659,0.483,5,2,721,30,High School,0.192,0.712,0.7381,1
LC_000260,9081,debt_consolidation,E,21.6,111801,22.3,Full-time,Rent,781,22.8,4,3,259953,129335,0.498,0,3,4976,49,Bachelors,0.534,0.081,0.4112,0
LC_000261,16349,medical,F,26.17,59821,3.2,Full-time,Rent,632,0.2,9,7,149305,22677,0.152,3,2,980,31,High School,0.197,0.273,0.4819,0
LC_000262,22325,debt_consolidation,F,25.42,119478,27.5,Full-time,Own,639,2.2,5,4,213496,3932,0.018,4,0,1202,29,Masters,0.121,0.187,0.592,1
LC_000263,24504,home_improvement,E,21.93,40090,3.3,Full-time,Own,694,2.5,6,4,61249,6866,0.112,3,2,726,24,High School,0.217,0.611,0.3942,0
LC_000264,22921,major_purchase,D,16.86,36010,1.8,Full-time,Mortgage,682,6.0,3,2,49542,10670,0.215,2,1,589,24,High School,0.196,0.637,0.2176,0
LC_000265,14599,vacation,E,21.99,71303,8.4,Part-time,Own,674,12.2,5,3,161905,74513,0.46,0,2,2563,40,Bachelors,0.431,0.205,0.3581,1
LC_000266,36396,home_improvement,D,16.18,70195,5.1,Full-time,Mortgage,683,5.4,5,3,74547,37220,0.499,2,1,1356,38,Bachelors,0.232,0.518,0.2528,0
LC_000267,43458,debt_consolidation,C,14.06,89814,11.0,Full-time,Mortgage,699,0.0,2,1,137993,44289,0.321,1,4,1459,18,Bachelors,0.195,0.484,0.1779,1
LC_000268,26646,car,D,17.43,86464,0.3,Self-employed,Own,681,5.2,4,2,68866,45932,0.667,1,3,1493,52,Bachelors,0.207,0.308,0.2735,1
LC_000269,31667,debt_consolidation,E,21.39,74913,5.4,Self-employed,Mortgage,670,29.0,7,5,23327,3910,0.168,3,1,1045,47,High School,0.167,0.423,0.3706,0
LC_000270,23704,debt_consolidation,C,12.02,48918,6.0,Full-time,Own,683,1.5,6,5,84686,11168,0.132,0,2,522,22,Some College,0.128,0.485,0.1292,0
LC_000271,7444,debt_consolidation,F,27.01,64269,6.8,Full-time,Rent,637,7.0,3,2,100458,52845,0.526,3,2,2205,25,Bachelors,0.412,0.116,0.7726,1
LC_000272,31017,major_purchase,D,17.37,60541,17.6,Full-time,Mortgage,673,0.0,5,4,41575,6876,0.165,1,3,1011,18,Some College,0.2,0.512,0.2376,1
LC_000273,24555,medical,F,27.26,57697,23.2,Full-time,Mortgage,636,7.4,5,3,128031,35648,0.278,5,4,1098,30,Some College,0.228,0.426,0.6636,1
LC_000274,37369,debt_consolidation,E,21.46,84968,3.0,Full-time,Mortgage,733,11.9,5,4,78683,25555,0.325,3,1,1382,46,Some College,0.195,0.44,0.3879,1
LC_000275,35075,major_purchase,A,5.54,108204,2.1,Full-time,Rent,722,10.8,7,6,97409,2607,0.027,0,2,555,50,Masters,0.062,0.324,0.0497,0
LC_000276,17659,other,A,7.74,73177,3.9,Full-time,Mortgage,746,3.7,6,4,76224,8058,0.106,1,2,899,75,High School,0.148,0.241,0.0351,0
LC_000277,48860,car,E,21.39,52659,3.3,Full-time,Mortgage,706,11.4,3,2,111604,42835,0.384,2,2,1345,42,Some College,0.307,0.928,0.3091,0
LC_000278,34277,debt_consolidation,F,25.55,32861,10.2,Full-time,Mortgage,652,11.0,3,1,77513,40750,0.526,3,0,1390,29,High School,0.508,1.043,0.7408,0
LC_000279,20486,debt_consolidation,F,25.57,59553,5.6,Self-employed,Own,649,4.0,4,2,112575,49647,0.441,3,2,2008,27,Some College,0.405,0.344,0.6024,1
LC_000280,25380,debt_consolidation,F,27.15,44207,6.0,Full-time,Rent,636,23.0,4,3,52691,16376,0.311,3,4,1018,41,High School,0.277,0.574,0.6581,1
LC_000281,36338,debt_consolidation,F,26.31,77745,6.1,Full-time,Own,691,6.1,4,2,86187,50481,0.586,3,4,2506,52,Masters,0.387,0.467,0.4706,0
LC_000282,40226,major_purchase,E,22.1,73463,3.7,Full-time,Own,658,3.0,2,1,89247,26158,0.293,2,3,1245,21,High School,0.204,0.548,0.3204,0
LC_000283,39439,medical,D,15.7,73970,0.2,Full-time,Rent,690,9.2,4,3,132905,29242,0.22,1,2,1653,64,Bachelors,0.268,0.533,0.2493,0
LC_000284,38127,medical,E,20.61,116864,13.9,Self-employed,Rent,668,2.4,4,2,180107,62957,0.35,3,1,2742,49,Some College,0.282,0.326,0.4104,0
LC_000285,43217,other,F,25.91,39906,2.6,Full-time,Mortgage,624,12.2,4,3,86989,57311,0.659,3,3,2081,34,High School,0.626,1.083,0.8378,0
LC_000286,41956,debt_consolidation,A,7.52,86029,3.9,Self-employed,Rent,738,4.9,3,1,36338,6805,0.187,1,2,680,46,Bachelors,0.095,0.488,0.0115,0
LC_000287,19280,major_purchase,E,21.06,74522,0.9,Full-time,Rent,735,4.9,5,3,140937,33723,0.239,3,0,1822,57,Some College,0.294,0.259,0.3557,1
LC_000288,9523,debt_consolidation,F,25.52,59831,13.7,Full-time,Rent,627,0.7,6,5,26341,15606,0.592,6,1,1213,28,Bachelors,0.243,0.159,0.8772,1
LC_000289,47328,debt_consolidation,F,27.03,95900,9.7,Full-time,Mortgage,687,6.3,9,5,66742,48017,0.719,1,1,2260,50,Masters,0.283,0.494,0.4728,1
LC_000290,10259,car,F,26.15,114103,1.5,Unemployed,Rent,750,14.7,5,4,146825,10202,0.069,2,2,880,39,Masters,0.093,0.09,0.4665,0
LC_000291,40209,debt_consolidation,C,14.25,61511,1.6,Full-time,Own,751,28.1,4,2,106892,21608,0.202,2,2,794,53,Bachelors,0.155,0.654,0.1586,1
LC_000292,35343,debt_consolidation,D,16.83,83498,5.8,Full-time,Rent,728,27.8,4,3,178402,25912,0.145,1,1,1866,55,Some College,0.268,0.423,0.2147,0
LC_000293,23064,medical,E,22.11,86391,1.8,Full-time,Rent,740,10.8,4,2,182405,76588,0.42,2,4,2696,43,Some College,0.375,0.267,0.3177,0
LC_000294,6025,medical,A,6.98,117807,11.1,Full-time,Own,730,1.2,6,5,43692,13074,0.299,1,4,1358,66,Some College,0.138,0.051,0.0481,0
LC_000295,21038,business,E,20.79,99223,6.2,Full-time,Mortgage,643,0.4,1,1,127220,19528,0.154,1,3,1739,60,Bachelors,0.21,0.212,0.3781,0
LC_000296,38023,debt_consolidation,E,22.49,58720,0.0,Part-time,Mortgage,705,13.1,5,4,45683,16883,0.37,1,1,550,41,High School,0.113,0.648,0.4287,1
LC_000297,26015,debt_consolidation,A,7.96,67670,17.8,Full-time,Rent,693,11.4,5,4,106068,10623,0.1,0,3,1015,48,High School,0.18,0.384,0.0474,0
LC_000298,41485,debt_consolidation,D,17.78,69526,0.3,Full-time,Mortgage,737,31.0,3,2,100586,31109,0.309,1,0,1188,59,Some College,0.205,0.597,0.2397,0
LC_000299,27571,home_improvement,F,26.76,63662,2.4,Self-employed,Rent,623,3.0,8,6,106772,21094,0.198,2,3,1053,50,High School,0.199,0.433,0.4983,0
LC_000300,29671,vacation,C,12.4,61882,6.7,Full-time,Mortgage,701,20.6,1,1,61957,24272,0.392,1,2,851,52,Some College,0.165,0.479,0.1668,0
LC_000301,35344,debt_consolidation,C,14.22,79410,28.9,Full-time,Mortgage,766,5.1,4,3,63191,23804,0.377,0,1,866,24,High School,0.131,0.445,0.1529,0
LC_000302,18325,debt_consolidation,C,12.92,48905,5.6,Full-time,Other,724,9.0,4,2,74630,10036,0.134,2,3,459,27,Some College,0.113,0.375,0.1461,1
LC_000303,8377,major_purchase,C,13.31,44207,1.0,Self-employed,Rent,733,6.4,6,4,49351,16648,0.337,1,2,988,51,High School,0.268,0.189,0.1837,0
LC_000304,49004,car,D,17.67,50013,1.4,Full-time,Rent,677,15.7,6,4,111127,23914,0.215,1,2,1225,36,Bachelors,0.294,0.98,0.2718,0
LC_000305,17453,vacation,F,27.3,116406,18.0,Full-time,Own,675,12.2,3,2,120191,24950,0.208,4,1,772,41,PhD,0.08,0.15,0.5124,1
LC_000306,18402,home_improvement,D,16.3,53760,1.0,Self-employed,Mortgage,674,28.7,6,4,72770,26885,0.369,1,4,1239,52,Some College,0.277,0.342,0.2893,1
LC_000307,25212,car,E,21.44,81180,12.9,Part-time,Rent,739,3.1,4,3,74907,9808,0.131,3,0,996,56,Some College,0.147,0.311,0.3123,0
LC_000308,25986,debt_consolidation,E,21.23,59719,4.8,Full-time,Other,679,24.5,6,5,30871,10708,0.347,1,2,695,43,High School,0.14,0.435,0.3129,0
LC_000309,22090,car,F,26.6,84535,14.3,Full-time,Mortgage,637,11.3,5,3,129977,70695,0.544,5,1,2285,52,High School,0.324,0.261,0.7907,1
LC_000310,42341,debt_consolidation,D,17.14,50453,13.6,Full-time,Own,708,16.3,5,3,47901,7516,0.157,1,2,380,36,Some College,0.09,0.839,0.2467,0
LC_000311,47054,business,E,22.03,102624,7.5,Self-employed,Rent,690,5.6,5,3,185406,53115,0.286,1,2,2717,50,PhD,0.318,0.459,0.3079,0
LC_000312,17061,car,F,26.4,82982,12.7,Full-time,Rent,664,6.2,3,1,89188,29791,0.334,4,2,1498,48,Some College,0.217,0.206,0.5534,1
LC_000313,48792,home_improvement,D,15.84,66726,2.2,Full-time,Rent,719,8.8,4,2,28639,9269,0.324,3,0,1031,32,Masters,0.185,0.731,0.2997,1
LC_000314,19334,debt_consolidation,D,17.04,61378,2.9,Full-time,Mortgage,651,0.2,5,3,103578,2372,0.023,2,2,194,34,Bachelors,0.038,0.315,0.2611,0
LC_000315,36972,home_improvement,C,12.83,78834,0.8,Full-time,Mortgage,735,14.6,9,7,139288,48219,0.346,1,3,1954,46,Some College,0.298,0.469,0.1331,0
LC_000316,23788,other,E,21.89,118819,11.4,Full-time,Rent,651,5.0,2,1,40017,6742,0.168,5,0,1051,56,Bachelors,0.106,0.2,0.4034,0
LC_000317,11312,home_improvement,E,21.75,92984,7.7,Self-employed,Own,711,0.3,3,2,192808,88981,0.462,1,2,2802,48,Bachelors,0.362,0.122,0.3849,1
LC_000318,10178,business,A,6.91,66352,11.0,Full-time,Own,753,14.3,8,5,56752,21115,0.372,0,4,1336,50,High School,0.242,0.153,0.0446,0
LC_000319,10283,major_purchase,F,26.7,74852,14.2,Full-time,Own,657,23.0,3,2,185521,50685,0.273,4,1,2203,67,High School,0.353,0.137,0.6007,0
LC_000320,8677,debt_consolidation,F,25.01,25167,10.9,Full-time,Mortgage,694,2.0,7,5,12726,348,0.027,5,5,195,20,High School,0.093,0.345,0.5273,0
LC_000321,11249,debt_consolidation,E,20.77,39466,3.8,Full-time,Rent,665,24.0,3,2,85235,1658,0.019,3,1,224,42,Some College,0.068,0.285,0.419,0
LC_000322,22766,debt_consolidation,D,17.81,87874,15.9,Self-employed,Mortgage,700,6.4,5,4,200598,38134,0.19,3,3,1808,46,Bachelors,0.247,0.259,0.2493,1
